"user_id";"total_checkins";"active_days";"first_checkin";"last_checkin";"avg_training_duratation";"avg_calories_burned";"workout_type_count";"total_checkins_post_signup";"first_checkin_post_signup";"last_checkin_post_signup";"days_since_last_checkin";"churned"
"user_2380";24;24;"2025-01-12 12:42:03";"2025-12-19 10:25:00";87.0833;709.125;1;24;"2025-01-12 12:42:03";"2025-12-19 10:25:00";11;0
"user_2381";23;21;"2025-02-12 19:15:19";"2025-12-30 17:51:26";88.3478;718.3478;2;23;"2025-02-12 19:15:19";"2025-12-30 17:51:26";0;0
"user_2382";19;18;"2025-02-26 14:08:09";"2025-12-29 08:29:41";96.5789;773.7895;1;19;"2025-02-26 14:08:09";"2025-12-29 08:29:41";1;0
"user_2383";17;17;"2025-02-16 11:17:01";"2025-12-30 12:27:35";84.9412;713.5882;1;17;"2025-02-16 11:17:01";"2025-12-30 12:27:35";0;0
"user_2384";44;43;"2025-01-16 09:42:21";"2025-12-12 19:01:41";90.1136;715.9545;2;44;"2025-01-16 09:42:21";"2025-12-12 19:01:41";18;0
"user_2385";38;37;"2025-03-02 23:21:00";"2025-12-27 19:38:15";91.5;699.7368;2;38;"2025-03-02 23:21:00";"2025-12-27 19:38:15";3;0
"user_2386";50;50;"2025-01-16 18:07:45";"2025-12-15 06:32:49";90.12;687.76;1;50;"2025-01-16 18:07:45";"2025-12-15 06:32:49";15;0
"user_2387";50;47;"2025-01-22 06:55:22";"2025-12-29 20:02:15";85.6;685.14;2;50;"2025-01-22 06:55:22";"2025-12-29 20:02:15";1;0
"user_2388";44;42;"2025-02-23 12:04:45";"2025-12-27 05:42:37";86.7955;700.5455;2;44;"2025-02-23 12:04:45";"2025-12-27 05:42:37";3;0
"user_2389";35;32;"2025-01-11 15:46:12";"2025-12-28 20:39:34";88.6571;709.6286;2;35;"2025-01-11 15:46:12";"2025-12-28 20:39:34";2;0
"user_239";44;41;"2025-03-02 11:46:57";"2025-12-22 14:07:50";93.8864;759.0455;1;44;"2025-03-02 11:46:57";"2025-12-22 14:07:50";8;0
"user_2390";24;24;"2025-02-24 15:32:21";"2025-12-25 09:43:39";84.7083;671.5833;2;24;"2025-02-24 15:32:21";"2025-12-25 09:43:39";5;0
"user_2391";53;49;"2025-03-10 08:33:13";"2025-12-28 15:11:49";88.5283;720.2075;1;53;"2025-03-10 08:33:13";"2025-12-28 15:11:49";2;0
"user_2392";109;90;"2025-02-15 10:00:57";"2025-12-22 01:58:40";89.4404;694.3578;2;109;"2025-02-15 10:00:57";"2025-12-22 01:58:40";8;0
"user_2393";44;43;"2025-02-14 09:45:52";"2025-12-22 18:22:48";84.1818;686.1591;1;44;"2025-02-14 09:45:52";"2025-12-22 18:22:48";8;0
"user_2394";73;60;"2025-01-29 10:58:35";"2025-08-12 08:53:28";85.0;666.1096;1;73;"2025-01-29 10:58:35";"2025-08-12 08:53:28";140;1
"user_2395";13;12;"2025-04-21 16:03:59";"2025-12-04 19:25:14";80.4615;664.6154;2;13;"2025-04-21 16:03:59";"2025-12-04 19:25:14";26;1
"user_2396";61;53;"2025-02-01 07:35:32";"2025-12-29 16:09:19";92.918;757.8197;1;61;"2025-02-01 07:35:32";"2025-12-29 16:09:19";1;0
"user_2397";93;80;"2025-01-19 05:45:08";"2025-10-26 03:09:30";89.2581;700.3011;1;93;"2025-01-19 05:45:08";"2025-10-26 03:09:30";65;1
"user_2398";72;62;"2025-01-10 21:41:10";"2025-09-07 08:30:08";90.0972;727.6111;2;72;"2025-01-10 21:41:10";"2025-09-07 08:30:08";114;1
"user_2399";44;43;"2025-02-20 03:58:00";"2025-12-30 17:36:22";85.7727;700.5455;1;44;"2025-02-20 03:58:00";"2025-12-30 17:36:22";0;0
"user_24";54;52;"2025-02-06 17:45:45";"2025-12-18 17:02:14";89.5185;730.0;1;54;"2025-02-06 17:45:45";"2025-12-18 17:02:14";12;0
"user_240";60;48;"2025-01-17 01:24:08";"2025-07-10 22:35:01";94.8333;756.45;1;60;"2025-01-17 01:24:08";"2025-07-10 22:35:01";173;1
"user_2400";51;47;"2025-01-02 23:04:19";"2025-12-29 03:16:54";91.4118;717.3137;1;51;"2025-01-02 23:04:19";"2025-12-29 03:16:54";1;0
"user_2401";48;47;"2025-01-31 12:42:19";"2025-12-23 10:25:27";94.0;760.4792;2;48;"2025-01-31 12:42:19";"2025-12-23 10:25:27";7;0
"user_2402";65;54;"2025-02-07 03:05:53";"2025-07-30 04:25:22";92.9692;750.6308;2;65;"2025-02-07 03:05:53";"2025-07-30 04:25:22";153;1
"user_2403";54;51;"2025-01-21 19:19:10";"2025-12-19 21:38:44";91.4259;724.1111;1;54;"2025-01-21 19:19:10";"2025-12-19 21:38:44";11;0
"user_2404";51;44;"2025-02-03 09:45:46";"2025-12-07 17:02:18";90.1765;706.4314;1;51;"2025-02-03 09:45:46";"2025-12-07 17:02:18";23;1
"user_2405";23;23;"2025-02-17 21:59:52";"2025-12-30 11:34:37";92.6957;707.7391;2;23;"2025-02-17 21:59:52";"2025-12-30 11:34:37";0;0
"user_2406";38;34;"2025-03-11 23:49:28";"2025-12-14 06:33:56";86.8684;686.8684;1;38;"2025-03-11 23:49:28";"2025-12-14 06:33:56";16;0
"user_2407";54;50;"2025-01-26 11:24:52";"2025-12-06 14:28:09";92.7778;747.1481;2;54;"2025-01-26 11:24:52";"2025-12-06 14:28:09";24;1
"user_2408";76;67;"2025-02-06 12:24:39";"2025-09-30 13:37:31";87.6711;713.7368;1;76;"2025-02-06 12:24:39";"2025-09-30 13:37:31";91;1
"user_2409";22;22;"2025-02-24 16:33:08";"2025-12-21 19:19:43";77.5455;652.9091;1;22;"2025-02-24 16:33:08";"2025-12-21 19:19:43";9;0
"user_241";16;15;"2025-01-21 05:28:45";"2025-12-23 00:08:34";89.1875;739.0;2;16;"2025-01-21 05:28:45";"2025-12-23 00:08:34";7;0
"user_2410";40;38;"2025-03-01 12:24:48";"2025-12-26 16:54:28";92.975;763.325;1;40;"2025-03-01 12:24:48";"2025-12-26 16:54:28";4;0
"user_2411";22;21;"2025-02-09 10:52:56";"2025-12-19 19:32:50";91.2727;702.7273;1;22;"2025-02-09 10:52:56";"2025-12-19 19:32:50";11;0
"user_2412";74;66;"2025-02-16 18:28:07";"2025-10-09 09:11:01";89.6351;726.1081;2;74;"2025-02-16 18:28:07";"2025-10-09 09:11:01";82;1
"user_2413";56;53;"2025-01-07 05:40:01";"2025-12-30 00:12:14";86.75;661.0714;2;56;"2025-01-07 05:40:01";"2025-12-30 00:12:14";0;0
"user_2414";89;75;"2025-02-21 12:04:37";"2025-10-27 17:07:10";89.1124;709.9213;2;89;"2025-02-21 12:04:37";"2025-10-27 17:07:10";64;1
"user_2415";46;44;"2025-02-21 01:39:56";"2025-12-25 22:17:08";88.9348;735.3913;2;46;"2025-02-21 01:39:56";"2025-12-25 22:17:08";5;0
"user_2416";19;17;"2025-03-04 13:08:12";"2025-12-21 12:04:24";88.9474;755.8421;2;19;"2025-03-04 13:08:12";"2025-12-21 12:04:24";9;0
"user_2417";45;44;"2025-01-26 15:35:08";"2025-12-22 16:26:11";87.3333;699.4667;1;45;"2025-01-26 15:35:08";"2025-12-22 16:26:11";8;0
"user_2418";66;61;"2025-02-06 21:57:16";"2025-09-06 05:38:58";84.6364;701.1364;1;66;"2025-02-06 21:57:16";"2025-09-06 05:38:58";115;1
"user_2419";64;58;"2025-01-29 08:53:02";"2025-07-19 01:30:22";86.5156;721.5469;2;64;"2025-01-29 08:53:02";"2025-07-19 01:30:22";164;1
"user_242";27;26;"2025-03-06 14:11:53";"2025-12-25 00:49:18";90.6296;726.5926;1;27;"2025-03-06 14:11:53";"2025-12-25 00:49:18";5;0
"user_2420";64;59;"2025-01-09 11:42:33";"2025-12-30 23:46:03";88.9531;724.2656;1;64;"2025-01-09 11:42:33";"2025-12-30 23:46:03";0;0
"user_2421";98;83;"2025-02-17 09:53:48";"2025-12-04 03:21:08";88.4592;700.1531;2;98;"2025-02-17 09:53:48";"2025-12-04 03:21:08";26;1
"user_2422";90;81;"2025-02-26 13:55:16";"2025-10-17 18:47:43";91.4222;748.2;2;90;"2025-02-26 13:55:16";"2025-10-17 18:47:43";74;1
"user_2423";18;17;"2025-02-05 14:48:59";"2025-11-30 13:58:42";89.0556;706.0;1;18;"2025-02-05 14:48:59";"2025-11-30 13:58:42";30;1
"user_2424";58;53;"2025-02-11 20:10:23";"2025-12-30 08:11:14";90.4138;738.431;2;58;"2025-02-11 20:10:23";"2025-12-30 08:11:14";0;0
"user_2425";64;54;"2025-02-17 17:23:29";"2025-08-06 10:03:32";89.9531;739.7969;2;64;"2025-02-17 17:23:29";"2025-08-06 10:03:32";146;1
"user_2426";18;18;"2025-01-07 11:18:12";"2025-09-25 02:32:43";90.9444;713.1111;1;18;"2025-01-07 11:18:12";"2025-09-25 02:32:43";96;1
"user_2427";74;64;"2025-01-17 23:11:02";"2025-08-31 05:30:19";92.2838;758.8378;1;74;"2025-01-17 23:11:02";"2025-08-31 05:30:19";121;1
"user_2428";23;23;"2025-01-19 09:46:01";"2025-12-23 05:25:49";88.0;697.6522;2;23;"2025-01-19 09:46:01";"2025-12-23 05:25:49";7;0
"user_2429";46;46;"2025-03-01 12:26:35";"2025-12-17 11:03:26";93.087;756.9783;2;46;"2025-03-01 12:26:35";"2025-12-17 11:03:26";13;0
"user_243";22;22;"2025-01-14 23:51:23";"2025-12-17 09:37:52";83.9091;658.4545;2;22;"2025-01-14 23:51:23";"2025-12-17 09:37:52";13;0
"user_2430";14;12;"2025-04-21 08:26:01";"2025-12-22 00:05:36";87.9286;702.2857;1;14;"2025-04-21 08:26:01";"2025-12-22 00:05:36";8;0
"user_2431";41;39;"2025-02-10 05:20:02";"2025-12-25 15:27:13";85.4146;688.561;2;41;"2025-02-10 05:20:02";"2025-12-25 15:27:13";5;0
"user_2432";20;20;"2025-01-24 18:52:03";"2025-12-23 05:01:50";92.05;750.55;2;20;"2025-01-24 18:52:03";"2025-12-23 05:01:50";7;0
"user_2433";13;13;"2025-03-11 09:17:19";"2025-12-27 06:01:58";91.3846;711.6923;1;13;"2025-03-11 09:17:19";"2025-12-27 06:01:58";3;0
"user_2434";78;67;"2025-01-26 16:56:54";"2025-09-13 22:37:02";90.641;728.1923;1;78;"2025-01-26 16:56:54";"2025-09-13 22:37:02";108;1
"user_2435";14;14;"2025-02-06 08:35:09";"2025-12-06 19:10:58";94.2143;783.8571;2;14;"2025-02-06 08:35:09";"2025-12-06 19:10:58";24;1
"user_2436";38;36;"2025-02-24 12:49:14";"2025-12-30 21:18:40";88.5789;722.9737;1;38;"2025-02-24 12:49:14";"2025-12-30 21:18:40";0;0
"user_2437";58;50;"2025-01-27 03:35:06";"2025-12-25 03:28:40";91.5172;747.3276;1;58;"2025-01-27 03:35:06";"2025-12-25 03:28:40";5;0
"user_2438";47;42;"2025-01-18 01:08:58";"2025-11-24 08:09:08";91.383;758.7021;2;47;"2025-01-18 01:08:58";"2025-11-24 08:09:08";36;1
"user_2439";55;52;"2025-02-22 10:43:49";"2025-12-30 07:31:49";91.4545;746.3455;2;55;"2025-02-22 10:43:49";"2025-12-30 07:31:49";0;0
"user_244";51;47;"2025-02-07 02:50:17";"2025-12-30 05:41:57";90.8039;743.0196;1;51;"2025-02-07 02:50:17";"2025-12-30 05:41:57";0;0
"user_2440";92;84;"2025-02-26 17:13:59";"2025-12-29 00:14:20";87.0109;702.5761;1;92;"2025-02-26 17:13:59";"2025-12-29 00:14:20";1;0
"user_2441";45;42;"2025-01-21 05:49:32";"2025-12-29 09:49:57";87.9778;731.8;2;45;"2025-01-21 05:49:32";"2025-12-29 09:49:57";1;0
"user_2442";54;53;"2025-02-19 02:45:33";"2025-12-27 14:36:52";86.7037;708.5926;1;54;"2025-02-19 02:45:33";"2025-12-27 14:36:52";3;0
"user_2443";23;21;"2025-03-05 21:24:02";"2025-12-18 23:45:01";89.913;717.6957;2;23;"2025-03-05 21:24:02";"2025-12-18 23:45:01";12;0
"user_2444";24;22;"2025-01-17 00:47:55";"2025-11-24 22:34:42";89.5417;717.625;2;24;"2025-01-17 00:47:55";"2025-11-24 22:34:42";36;1
"user_2445";48;45;"2025-03-05 06:48:09";"2025-12-22 21:56:24";86.625;696.1458;1;48;"2025-03-05 06:48:09";"2025-12-22 21:56:24";8;0
"user_2446";39;36;"2025-02-25 05:54:57";"2025-12-27 17:03:38";89.5385;737.0256;1;39;"2025-02-25 05:54:57";"2025-12-27 17:03:38";3;0
"user_2447";75;60;"2025-02-15 22:28:02";"2025-09-13 13:45:59";89.08;707.7067;1;75;"2025-02-15 22:28:02";"2025-09-13 13:45:59";108;1
"user_2448";105;91;"2025-01-28 16:38:28";"2025-11-19 03:59:00";90.819;731.1143;2;105;"2025-01-28 16:38:28";"2025-11-19 03:59:00";41;1
"user_2449";97;86;"2025-02-03 19:03:41";"2025-10-23 03:11:07";91.5052;740.5464;1;97;"2025-02-03 19:03:41";"2025-10-23 03:11:07";68;1
"user_245";95;84;"2025-02-12 06:48:03";"2025-11-04 06:55:52";89.2842;732.8;1;95;"2025-02-12 06:48:03";"2025-11-04 06:55:52";56;1
"user_2450";36;35;"2025-02-28 01:04:17";"2025-12-27 01:44:38";94.25;751.0833;1;36;"2025-02-28 01:04:17";"2025-12-27 01:44:38";3;0
"user_2451";62;54;"2025-01-27 17:41:05";"2025-07-30 09:09:32";92.4355;737.8548;1;62;"2025-01-27 17:41:05";"2025-07-30 09:09:32";153;1
"user_2452";13;13;"2025-01-28 03:26:00";"2025-12-17 04:56:57";93.3077;747.4615;2;13;"2025-01-28 03:26:00";"2025-12-17 04:56:57";13;0
"user_2453";45;41;"2025-03-08 17:07:50";"2025-12-18 21:43:10";87.2667;696.8444;1;45;"2025-03-08 17:07:50";"2025-12-18 21:43:10";12;0
"user_2454";42;40;"2025-01-15 20:06:02";"2025-12-23 22:21:35";89.3095;704.119;2;42;"2025-01-15 20:06:02";"2025-12-23 22:21:35";7;0
"user_2455";48;46;"2025-02-27 08:41:42";"2025-12-30 08:58:36";97.4792;801.4167;1;48;"2025-02-27 08:41:42";"2025-12-30 08:58:36";0;0
"user_2456";62;54;"2025-02-12 16:55:59";"2025-09-09 10:23:42";85.9194;698.1452;2;62;"2025-02-12 16:55:59";"2025-09-09 10:23:42";112;1
"user_2457";46;45;"2025-02-08 02:06:25";"2025-12-28 01:51:46";86.3478;681.8478;1;46;"2025-02-08 02:06:25";"2025-12-28 01:51:46";2;0
"user_2458";44;42;"2025-02-23 12:41:15";"2025-12-30 18:15:27";92.9773;727.6136;1;44;"2025-02-23 12:41:15";"2025-12-30 18:15:27";0;0
"user_2459";38;37;"2025-03-24 11:52:04";"2025-12-25 10:49:14";90.1316;720.8947;2;38;"2025-03-24 11:52:04";"2025-12-25 10:49:14";5;0
"user_246";21;20;"2025-03-02 17:12:42";"2025-11-24 09:51:59";93.619;755.9524;2;21;"2025-03-02 17:12:42";"2025-11-24 09:51:59";36;1
"user_2460";49;45;"2025-02-11 20:25:29";"2025-12-24 08:10:03";92.7755;719.8571;2;49;"2025-02-11 20:25:29";"2025-12-24 08:10:03";6;0
"user_2461";18;17;"2025-01-23 09:47:43";"2025-12-01 09:05:26";86.8889;737.8889;2;18;"2025-01-23 09:47:43";"2025-12-01 09:05:26";29;1
"user_2462";10;10;"2025-02-26 03:09:26";"2025-11-24 19:40:36";98.8;789.9;2;10;"2025-02-26 03:09:26";"2025-11-24 19:40:36";36;1
"user_2463";54;52;"2025-02-11 08:36:58";"2025-12-21 18:48:14";88.7778;696.6852;2;54;"2025-02-11 08:36:58";"2025-12-21 18:48:14";9;0
"user_2464";58;55;"2025-01-27 14:04:40";"2025-12-27 22:09:46";89.2069;692.431;2;58;"2025-01-27 14:04:40";"2025-12-27 22:09:46";3;0
"user_2465";52;47;"2025-02-09 23:53:31";"2025-12-23 10:46:00";83.5577;654.6538;1;52;"2025-02-09 23:53:31";"2025-12-23 10:46:00";7;0
"user_2466";61;51;"2025-02-17 12:05:28";"2025-09-01 15:42:24";92.1967;725.7049;2;61;"2025-02-17 12:05:28";"2025-09-01 15:42:24";120;1
"user_2467";44;44;"2025-02-09 05:04:06";"2025-12-27 14:56:08";93.0227;767.5682;1;44;"2025-02-09 05:04:06";"2025-12-27 14:56:08";3;0
"user_2468";79;69;"2025-02-01 14:20:25";"2025-08-30 12:57:01";87.1646;718.8608;2;79;"2025-02-01 14:20:25";"2025-08-30 12:57:01";122;1
"user_2469";41;40;"2025-01-15 02:20:48";"2025-12-25 17:50:42";88.439;713.4878;2;41;"2025-01-15 02:20:48";"2025-12-25 17:50:42";5;0
"user_247";52;50;"2025-03-02 17:54:11";"2025-12-27 12:40:18";86.9423;688.7885;1;52;"2025-03-02 17:54:11";"2025-12-27 12:40:18";3;0
"user_2470";49;42;"2025-03-02 07:05:39";"2025-12-26 18:09:58";89.1837;743.1224;1;49;"2025-03-02 07:05:39";"2025-12-26 18:09:58";4;0
"user_2471";87;76;"2025-01-17 22:39:09";"2025-09-23 09:06:38";88.977;714.8736;1;87;"2025-01-17 22:39:09";"2025-09-23 09:06:38";98;1
"user_2472";17;17;"2025-03-09 11:40:37";"2025-12-23 17:10:17";96.2941;750.1765;1;17;"2025-03-09 11:40:37";"2025-12-23 17:10:17";7;0
"user_2473";21;20;"2025-03-09 23:59:46";"2025-12-09 16:04:21";89.7143;737.0;2;21;"2025-03-09 23:59:46";"2025-12-09 16:04:21";21;0
"user_2474";32;31;"2025-02-16 13:44:25";"2025-12-30 04:54:13";89.2813;688.9375;1;32;"2025-02-16 13:44:25";"2025-12-30 04:54:13";0;0
"user_2475";31;30;"2025-03-15 14:18:49";"2025-12-27 12:19:45";87.3548;717.3871;1;31;"2025-03-15 14:18:49";"2025-12-27 12:19:45";3;0
"user_2476";21;20;"2025-02-25 14:06:54";"2025-12-28 04:55:46";95.1905;801.2857;2;21;"2025-02-25 14:06:54";"2025-12-28 04:55:46";2;0
"user_2477";75;66;"2025-01-17 00:33:33";"2025-11-11 05:28:28";89.8933;704.4667;2;75;"2025-01-17 00:33:33";"2025-11-11 05:28:28";49;1
"user_2478";29;28;"2025-02-02 12:26:42";"2025-12-20 18:35:24";83.0345;648.8966;1;29;"2025-02-02 12:26:42";"2025-12-20 18:35:24";10;0
"user_2479";74;68;"2025-01-14 00:59:13";"2025-09-15 01:34:22";90.2297;693.7162;2;74;"2025-01-14 00:59:13";"2025-09-15 01:34:22";106;1
"user_248";16;16;"2025-05-13 03:04:18";"2025-12-22 16:23:44";85.3125;667.4375;2;16;"2025-05-13 03:04:18";"2025-12-22 16:23:44";8;0
"user_2480";20;20;"2025-03-01 08:57:11";"2025-12-30 02:50:56";86.25;708.1;1;20;"2025-03-01 08:57:11";"2025-12-30 02:50:56";0;0
"user_2481";61;53;"2025-03-01 17:12:59";"2025-10-02 17:10:06";85.8197;671.377;2;61;"2025-03-01 17:12:59";"2025-10-02 17:10:06";89;1
"user_2482";11;11;"2025-04-03 23:44:02";"2025-12-29 04:05:09";86.0909;676.5455;2;11;"2025-04-03 23:44:02";"2025-12-29 04:05:09";1;0
"user_2483";15;14;"2025-02-24 14:02:20";"2025-12-15 03:31:30";84.0667;696.8;1;15;"2025-02-24 14:02:20";"2025-12-15 03:31:30";15;0
"user_2484";105;90;"2025-01-17 12:27:17";"2025-12-14 06:25:23";91.581;729.0286;1;105;"2025-01-17 12:27:17";"2025-12-14 06:25:23";16;0
"user_2485";50;48;"2025-01-25 02:21:17";"2025-12-10 14:11:50";91.4;716.06;1;50;"2025-01-25 02:21:17";"2025-12-10 14:11:50";20;0
"user_2486";23;22;"2025-03-08 08:28:32";"2025-12-21 00:57:38";84.6087;665.8696;1;23;"2025-03-08 08:28:32";"2025-12-21 00:57:38";9;0
"user_2487";61;54;"2025-01-24 16:29:10";"2025-12-18 14:26:45";87.6066;687.7377;2;61;"2025-01-24 16:29:10";"2025-12-18 14:26:45";12;0
"user_2488";15;15;"2025-01-30 07:30:34";"2025-11-22 04:47:46";92.6667;781.8667;2;15;"2025-01-30 07:30:34";"2025-11-22 04:47:46";38;1
"user_2489";45;42;"2025-01-14 14:38:01";"2025-12-29 03:37:39";94.4;758.5111;2;45;"2025-01-14 14:38:01";"2025-12-29 03:37:39";1;0
"user_249";11;11;"2025-02-22 05:56:02";"2025-12-28 10:50:46";89.4545;742.0;2;11;"2025-02-22 05:56:02";"2025-12-28 10:50:46";2;0
"user_2490";43;39;"2025-01-10 14:43:24";"2025-11-25 14:46:48";85.3721;687.3023;2;43;"2025-01-10 14:43:24";"2025-11-25 14:46:48";35;1
"user_2491";64;56;"2025-02-26 09:55:53";"2025-08-16 04:54:44";93.5313;753.125;1;64;"2025-02-26 09:55:53";"2025-08-16 04:54:44";136;1
"user_2492";70;65;"2025-02-27 02:12:03";"2025-10-16 21:53:19";86.0857;697.7143;2;70;"2025-02-27 02:12:03";"2025-10-16 21:53:19";75;1
"user_2493";19;19;"2025-03-26 00:59:22";"2025-12-24 09:41:52";87.5263;703.5789;2;19;"2025-03-26 00:59:22";"2025-12-24 09:41:52";6;0
"user_2494";62;56;"2025-01-21 08:18:45";"2025-12-15 18:29:14";92.0645;756.1613;1;62;"2025-01-21 08:18:45";"2025-12-15 18:29:14";15;0
"user_2495";35;33;"2025-01-07 12:27:20";"2025-12-30 10:44:57";86.9143;718.3143;1;35;"2025-01-07 12:27:20";"2025-12-30 10:44:57";0;0
"user_2496";60;54;"2025-01-22 00:00:09";"2025-12-14 19:01:29";88.9167;726.55;2;60;"2025-01-22 00:00:09";"2025-12-14 19:01:29";16;0
"user_2497";38;36;"2025-03-15 20:50:03";"2025-12-16 17:05:18";92.5526;748.9211;1;38;"2025-03-15 20:50:03";"2025-12-16 17:05:18";14;0
"user_2498";17;16;"2025-03-02 06:18:41";"2025-11-28 01:35:59";83.9412;655.1176;1;17;"2025-03-02 06:18:41";"2025-11-28 01:35:59";32;1
"user_2499";16;16;"2025-03-25 15:55:18";"2025-12-07 08:59:49";88.8125;756.5625;2;16;"2025-03-25 15:55:18";"2025-12-07 08:59:49";23;1
"user_25";48;45;"2025-01-10 07:42:10";"2025-12-13 07:14:46";86.9375;688.2083;2;48;"2025-01-10 07:42:10";"2025-12-13 07:14:46";17;0
"user_250";13;12;"2025-01-17 11:20:39";"2025-12-26 22:55:36";90.7692;734.8462;1;13;"2025-01-17 11:20:39";"2025-12-26 22:55:36";4;0
"user_2500";40;39;"2025-01-17 15:10:07";"2025-12-26 17:30:19";86.9;715.875;1;40;"2025-01-17 15:10:07";"2025-12-26 17:30:19";4;0
"user_2501";23;23;"2025-02-05 05:09:12";"2025-12-30 22:58:39";87.6087;702.1304;2;23;"2025-02-05 05:09:12";"2025-12-30 22:58:39";0;0
"user_2502";30;29;"2025-01-15 23:04:55";"2025-12-08 12:49:26";95.4333;760.3667;2;30;"2025-01-15 23:04:55";"2025-12-08 12:49:26";22;1
"user_2503";42;38;"2025-02-25 02:42:26";"2025-12-26 21:50:43";89.2619;682.4048;1;42;"2025-02-25 02:42:26";"2025-12-26 21:50:43";4;0
"user_2504";11;11;"2025-03-20 18:52:08";"2025-08-13 11:41:25";84.1818;693.0;2;11;"2025-03-20 18:52:08";"2025-08-13 11:41:25";139;1
"user_2505";62;54;"2025-01-03 17:54:15";"2025-06-22 02:21:58";87.0323;702.4032;1;62;"2025-01-03 17:54:15";"2025-06-22 02:21:58";191;1
"user_2506";67;58;"2025-01-11 04:25:40";"2025-10-07 05:28:10";91.0746;721.3731;1;67;"2025-01-11 04:25:40";"2025-10-07 05:28:10";84;1
"user_2507";21;21;"2025-01-13 17:22:48";"2025-12-23 16:21:00";91.7619;751.8571;2;21;"2025-01-13 17:22:48";"2025-12-23 16:21:00";7;0
"user_2508";53;50;"2025-01-11 01:16:40";"2025-12-23 21:33:51";91.0943;729.7736;1;53;"2025-01-11 01:16:40";"2025-12-23 21:33:51";7;0
"user_2509";35;32;"2025-01-27 08:43:18";"2025-12-23 07:40:33";86.4286;674.0571;2;35;"2025-01-27 08:43:18";"2025-12-23 07:40:33";7;0
"user_251";81;62;"2025-01-13 15:21:08";"2025-08-09 11:09:40";90.0;728.9012;1;81;"2025-01-13 15:21:08";"2025-08-09 11:09:40";143;1
"user_2510";20;20;"2025-02-22 07:18:19";"2025-12-28 15:15:14";90.25;729.55;2;20;"2025-02-22 07:18:19";"2025-12-28 15:15:14";2;0
"user_2511";65;60;"2025-02-24 00:01:22";"2025-09-11 13:00:40";87.8769;701.6308;1;65;"2025-02-24 00:01:22";"2025-09-11 13:00:40";110;1
"user_2512";17;17;"2025-02-01 17:16:16";"2025-12-14 12:24:00";84.1176;699.0588;1;17;"2025-02-01 17:16:16";"2025-12-14 12:24:00";16;0
"user_2513";50;46;"2025-01-12 18:38:55";"2025-12-26 19:04:38";88.58;715.46;1;50;"2025-01-12 18:38:55";"2025-12-26 19:04:38";4;0
"user_2514";43;39;"2025-03-07 10:35:43";"2025-12-29 12:40:39";88.0;698.3721;2;43;"2025-03-07 10:35:43";"2025-12-29 12:40:39";1;0
"user_2515";48;44;"2025-02-06 17:21:21";"2025-12-29 16:01:06";87.6458;676.625;1;48;"2025-02-06 17:21:21";"2025-12-29 16:01:06";1;0
"user_2516";20;19;"2025-02-08 07:53:15";"2025-12-17 15:43:14";88.3;678.7;2;20;"2025-02-08 07:53:15";"2025-12-17 15:43:14";13;0
"user_2517";61;51;"2025-02-26 16:34:00";"2025-08-09 19:44:55";90.3607;732.9672;2;61;"2025-02-26 16:34:00";"2025-08-09 19:44:55";143;1
"user_2518";47;43;"2025-02-15 11:23:00";"2025-12-30 12:41:12";95.4681;772.9149;2;47;"2025-02-15 11:23:00";"2025-12-30 12:41:12";0;0
"user_2519";24;22;"2025-01-24 14:54:21";"2025-12-20 13:02:06";85.4167;693.5417;1;24;"2025-01-24 14:54:21";"2025-12-20 13:02:06";10;0
"user_252";49;45;"2025-02-18 04:08:46";"2025-12-19 11:33:56";89.5918;709.7347;1;49;"2025-02-18 04:08:46";"2025-12-19 11:33:56";11;0
"user_2520";20;20;"2025-02-23 11:41:09";"2025-12-13 15:19:20";87.65;691.2;1;20;"2025-02-23 11:41:09";"2025-12-13 15:19:20";17;0
"user_2521";22;22;"2025-02-28 09:14:07";"2025-12-24 02:20:58";92.7727;725.3636;2;22;"2025-02-28 09:14:07";"2025-12-24 02:20:58";6;0
"user_2522";81;74;"2025-02-12 01:45:06";"2025-11-01 07:12:09";88.6667;722.9383;2;81;"2025-02-12 01:45:06";"2025-11-01 07:12:09";59;1
"user_2523";108;98;"2025-01-03 07:41:41";"2025-12-30 17:59:59";91.8796;749.9907;1;108;"2025-01-03 07:41:41";"2025-12-30 17:59:59";0;0
"user_2524";44;39;"2025-02-28 07:02:12";"2025-12-12 02:08:28";85.2273;698.9091;1;44;"2025-02-28 07:02:12";"2025-12-12 02:08:28";18;0
"user_2525";18;17;"2025-03-12 03:28:31";"2025-12-20 21:07:29";89.1111;718.3333;2;18;"2025-03-12 03:28:31";"2025-12-20 21:07:29";10;0
"user_2526";61;54;"2025-01-11 14:55:49";"2025-06-19 21:17:47";89.6557;713.459;1;61;"2025-01-11 14:55:49";"2025-06-19 21:17:47";194;1
"user_2527";96;80;"2025-01-30 00:04:58";"2025-11-10 17:36:30";86.3542;706.3854;2;96;"2025-01-30 00:04:58";"2025-11-10 17:36:30";50;1
"user_2528";21;21;"2025-01-25 11:08:29";"2025-12-11 20:39:13";98.1429;791.1429;1;21;"2025-01-25 11:08:29";"2025-12-11 20:39:13";19;0
"user_2529";105;92;"2025-03-01 07:03:04";"2025-12-29 14:01:53";90.9238;739.2;2;105;"2025-03-01 07:03:04";"2025-12-29 14:01:53";1;0
