user_id,user_type,signup_date
user_934,casual,2025-02-25
user_935,consistent,2025-01-05
user_936,consistent,2025-01-26
user_937,consistent,2025-01-11
user_938,at_risk,2025-01-07
user_939,consistent,2025-02-22
user_940,casual,2025-02-25
user_941,consistent,2025-01-10
user_942,casual,2025-02-11
user_943,sporadic,2025-02-21
user_944,sporadic,2025-02-03
user_945,consistent,2025-01-03
user_946,consistent,2025-01-08
user_947,consistent,2025-01-31
user_948,at_risk,2025-01-11
user_949,at_risk,2025-02-14
user_950,casual,2025-01-07
user_951,casual,2025-02-14
user_952,sporadic,2025-01-02
user_953,consistent,2025-01-06
user_954,at_risk,2025-02-10
user_955,casual,2025-02-01
user_956,casual,2025-01-20
user_957,casual,2025-02-26
user_958,consistent,2025-02-03
user_959,consistent,2025-02-19
user_960,sporadic,2025-01-16
user_961,consistent,2025-01-25
user_962,casual,2025-01-12
user_963,consistent,2025-01-07
user_964,casual,2025-02-08
user_965,consistent,2025-01-17
user_966,casual,2025-02-14
user_967,sporadic,2025-01-11
user_968,consistent,2025-01-06
user_969,casual,2025-01-23
user_970,casual,2025-01-27
user_971,sporadic,2025-02-15
user_972,at_risk,2025-01-06
user_973,sporadic,2025-02-07
user_974,consistent,2025-01-02
user_975,consistent,2025-01-22
user_976,consistent,2025-01-20
user_977,casual,2025-01-25
user_978,consistent,2025-01-15
user_979,casual,2025-03-01
user_980,casual,2025-02-18
user_981,casual,2025-01-29
user_982,sporadic,2025-01-08
user_983,consistent,2025-02-06
user_984,consistent,2025-02-18
user_985,sporadic,2025-02-21
user_986,casual,2025-02-02
user_987,sporadic,2025-01-22
user_988,casual,2025-02-19
user_989,consistent,2025-02-16
user_990,sporadic,2025-01-05
user_991,sporadic,2025-02-08
user_992,sporadic,2025-01-18
user_993,consistent,2025-02-07
user_994,casual,2025-02-23
user_995,casual,2025-02-22
user_996,consistent,2025-02-06
user_997,at_risk,2025-01-30
user_998,consistent,2025-02-20
user_999,at_risk,2025-01-31
user_1000,casual,2025-01-10
user_1001,consistent,2025-01-15
user_1002,casual,2025-02-11
user_1003,at_risk,2025-02-28
user_1004,sporadic,2025-02-17
user_1005,sporadic,2025-02-13
user_1006,sporadic,2025-01-18
user_1007,sporadic,2025-01-23
user_1008,sporadic,2025-02-02
user_1009,consistent,2025-01-16
user_1010,casual,2025-02-23
user_1011,consistent,2025-02-07
user_1012,at_risk,2025-02-04
user_1013,at_risk,2025-02-03
user_1014,consistent,2025-01-28
user_1015,sporadic,2025-01-02
user_1016,at_risk,2025-01-30
user_1017,consistent,2025-01-13
user_1018,casual,2025-02-10
user_1019,at_risk,2025-01-16
user_1020,consistent,2025-02-28
user_1021,sporadic,2025-01-05
user_1022,consistent,2025-02-24
user_1023,at_risk,2025-01-28
user_1024,at_risk,2025-02-22
user_1025,at_risk,2025-02-08
user_1026,casual,2025-02-14
user_1027,at_risk,2025-01-20
user_1028,sporadic,2025-01-24
user_1029,casual,2025-01-27
user_1030,sporadic,2025-01-30
user_1031,consistent,2025-02-27
user_1032,casual,2025-02-14
user_1033,consistent,2025-01-27
user_1034,consistent,2025-01-26
user_1035,consistent,2025-01-07
user_1036,sporadic,2025-02-11
user_1037,casual,2025-02-16
user_1038,sporadic,2025-02-22
user_1039,consistent,2025-02-28
user_1040,casual,2025-02-07
user_1041,casual,2025-01-05
user_1042,sporadic,2025-01-23
user_1043,casual,2025-01-28
user_1044,casual,2025-02-03
user_1045,at_risk,2025-02-22
user_1046,casual,2025-01-15
user_1047,consistent,2025-02-01
user_1048,consistent,2025-01-26
user_1049,at_risk,2025-02-17
user_1050,consistent,2025-01-31
user_1051,at_risk,2025-01-19
user_1052,casual,2025-01-09
user_1053,at_risk,2025-01-29
user_1054,sporadic,2025-02-23
user_1055,at_risk,2025-02-27
user_1056,casual,2025-02-20
user_1057,sporadic,2025-02-08
user_1058,casual,2025-01-04
user_1059,casual,2025-01-03
user_1060,casual,2025-02-25
user_1061,at_risk,2025-01-29
user_1062,at_risk,2025-02-21
user_1063,sporadic,2025-01-11
user_1064,casual,2025-02-02
user_1065,casual,2025-02-07
user_1066,sporadic,2025-02-27
user_1067,consistent,2025-01-11
user_1068,consistent,2025-01-27
user_1069,casual,2025-02-02
user_1070,consistent,2025-01-21
user_1071,consistent,2025-02-08
user_1072,consistent,2025-01-31
user_1073,consistent,2025-02-07
user_1074,consistent,2025-02-15
user_1075,at_risk,2025-01-02
user_1076,casual,2025-01-27
user_1077,casual,2025-02-05
user_1078,sporadic,2025-01-11
user_1079,consistent,2025-02-16
user_1080,at_risk,2025-01-18
user_1081,sporadic,2025-02-28
user_1082,consistent,2025-01-01
user_1083,casual,2025-02-04
user_1084,at_risk,2025-02-04
user_1085,at_risk,2025-01-31
user_1086,casual,2025-01-28
user_1087,casual,2025-02-08
user_1088,consistent,2025-01-01
user_1089,at_risk,2025-01-25
user_1090,consistent,2025-02-12
user_1091,at_risk,2025-02-07
user_1092,casual,2025-01-20
user_1093,casual,2025-01-03
user_1094,casual,2025-02-20
user_1095,consistent,2025-01-02
user_1096,consistent,2025-01-18
user_1097,consistent,2025-02-13
user_1098,consistent,2025-01-10
user_1099,sporadic,2025-01-05
user_1100,casual,2025-01-09
user_1101,consistent,2025-01-02
user_1102,at_risk,2025-02-03
user_1103,at_risk,2025-03-01
user_1104,at_risk,2025-02-07
user_1105,at_risk,2025-01-31
user_1106,consistent,2025-01-10
user_1107,casual,2025-02-19
user_1108,sporadic,2025-01-12
user_1109,sporadic,2025-02-05
user_1110,consistent,2025-02-23
user_1111,sporadic,2025-01-21
user_1112,consistent,2025-02-18
user_1113,consistent,2025-02-16
user_1114,casual,2025-01-06
user_1115,casual,2025-02-17
user_1116,casual,2025-02-18
user_1117,consistent,2025-01-03
user_1118,at_risk,2025-01-10
user_1119,consistent,2025-01-05
user_1120,consistent,2025-02-15
user_1121,at_risk,2025-01-26
user_1122,at_risk,2025-01-21
user_1123,at_risk,2025-02-14
user_1124,sporadic,2025-01-26
user_1125,sporadic,2025-02-07
user_1126,casual,2025-02-13
user_1127,consistent,2025-01-26
user_1128,casual,2025-01-08
user_1129,casual,2025-01-05
user_1130,consistent,2025-01-15
user_1131,sporadic,2025-02-28
user_1132,casual,2025-01-16
user_1133,consistent,2025-01-01
user_1134,consistent,2025-01-16
user_1135,sporadic,2025-02-06
user_1136,consistent,2025-01-03
user_1137,at_risk,2025-02-21
user_1138,casual,2025-02-16
user_1139,casual,2025-01-31
user_1140,casual,2025-01-13
user_1141,sporadic,2025-02-25
user_1142,casual,2025-01-16
user_1143,sporadic,2025-02-24
user_1144,casual,2025-02-12
user_1145,consistent,2025-01-21
user_1146,at_risk,2025-01-02
user_1147,sporadic,2025-02-23
user_1148,sporadic,2025-01-27
user_1149,at_risk,2025-02-07
user_1150,at_risk,2025-01-26
user_1151,sporadic,2025-02-27
user_1152,sporadic,2025-02-28
user_1153,sporadic,2025-02-07
user_1154,sporadic,2025-02-15
user_1155,casual,2025-01-25
user_1156,sporadic,2025-01-11
user_1157,consistent,2025-01-08
user_1158,at_risk,2025-01-08
user_1159,at_risk,2025-02-02
user_1160,consistent,2025-02-22
user_1161,sporadic,2025-01-07
user_1162,consistent,2025-02-07
user_1163,casual,2025-01-21
user_1164,sporadic,2025-01-08
user_1165,consistent,2025-02-20
user_1166,sporadic,2025-02-23
user_1167,sporadic,2025-01-21
user_1168,casual,2025-02-25
user_1169,consistent,2025-01-20
user_1170,consistent,2025-01-08
user_1171,casual,2025-02-27
user_1172,at_risk,2025-02-15
user_1173,casual,2025-01-31
user_1174,consistent,2025-02-19
user_1175,casual,2025-02-26
user_1176,casual,2025-01-29
user_1177,sporadic,2025-02-17
user_1178,consistent,2025-01-09
user_1179,sporadic,2025-01-15
user_1180,casual,2025-01-30
user_1181,at_risk,2025-01-26
user_1182,casual,2025-01-10
user_1183,casual,2025-01-29
user_1184,at_risk,2025-02-23
user_1185,consistent,2025-01-16
user_1186,at_risk,2025-02-05
user_1187,sporadic,2025-01-20
user_1188,consistent,2025-02-14
user_1189,casual,2025-02-23
user_1190,sporadic,2025-02-06
user_1191,consistent,2025-01-22
user_1192,casual,2025-01-07
user_1193,casual,2025-01-23
user_1194,casual,2025-02-10
user_1195,consistent,2025-02-09
user_1196,at_risk,2025-01-29
user_1197,at_risk,2025-01-16
user_1198,at_risk,2025-02-07
user_1199,sporadic,2025-01-28
user_1200,consistent,2025-02-17
user_1201,sporadic,2025-02-07
user_1202,consistent,2025-01-31
user_1203,consistent,2025-01-14
user_1204,casual,2025-02-22
user_1205,casual,2025-02-02
user_1206,sporadic,2025-02-26
user_1207,sporadic,2025-01-09
user_1208,casual,2025-02-26
user_1209,consistent,2025-01-27
user_1210,at_risk,2025-01-24
user_1211,casual,2025-01-13
user_1212,casual,2025-01-26
user_1213,consistent,2025-01-29
user_1214,sporadic,2025-02-20
user_1215,sporadic,2025-02-18
user_1216,consistent,2025-02-12
user_1217,consistent,2025-01-28
user_1218,sporadic,2025-01-28
user_1219,sporadic,2025-01-08
user_1220,consistent,2025-01-23
user_1221,at_risk,2025-01-29
user_1222,consistent,2025-01-05
user_1223,casual,2025-02-11
user_1224,at_risk,2025-01-07
user_1225,casual,2025-02-11
user_1226,casual,2025-02-05
user_1227,casual,2025-02-10
user_1228,consistent,2025-01-27
user_1229,at_risk,2025-02-27
user_1230,casual,2025-02-15
user_1231,at_risk,2025-01-02
user_1232,consistent,2025-01-25
user_1233,consistent,2025-01-09
user_1234,consistent,2025-02-22
user_1235,sporadic,2025-01-27
user_1236,casual,2025-01-01
user_1237,at_risk,2025-01-23
user_1238,casual,2025-01-10
user_1239,at_risk,2025-02-11
user_1240,consistent,2025-02-21
user_1241,at_risk,2025-01-25
user_1242,sporadic,2025-02-23
user_1243,sporadic,2025-01-03
user_1244,sporadic,2025-01-06
user_1245,sporadic,2025-02-27
user_1246,casual,2025-01-06
user_1247,consistent,2025-02-22
user_1248,consistent,2025-01-02
user_1249,at_risk,2025-02-27
user_1250,casual,2025-02-27
user_1251,sporadic,2025-01-18
user_1252,casual,2025-01-23
user_1253,consistent,2025-01-02
user_1254,consistent,2025-01-12
user_1255,sporadic,2025-01-22
user_1256,casual,2025-02-06
user_1257,consistent,2025-01-20
user_1258,casual,2025-02-08
user_1259,consistent,2025-01-24
user_1260,casual,2025-02-17
user_1261,consistent,2025-01-20
user_1262,sporadic,2025-01-01
user_1263,casual,2025-01-01
user_1264,casual,2025-01-17
user_1265,consistent,2025-02-28
user_1266,consistent,2025-01-01
user_1267,casual,2025-02-22
user_1268,casual,2025-02-21
user_1269,casual,2025-02-14
user_1270,consistent,2025-01-30
user_1271,sporadic,2025-02-10
user_1272,at_risk,2025-02-16
user_1273,sporadic,2025-01-03
user_1274,consistent,2025-02-15
user_1275,casual,2025-02-24
user_1276,consistent,2025-01-11
user_1277,consistent,2025-01-24
user_1278,at_risk,2025-01-22
user_1279,consistent,2025-02-13
user_1280,casual,2025-02-14
user_1281,casual,2025-01-26
user_1282,sporadic,2025-01-13
user_1283,casual,2025-01-01
user_1284,consistent,2025-01-24
user_1285,casual,2025-01-10
user_1286,casual,2025-02-04
user_1287,consistent,2025-01-24
user_1288,casual,2025-01-28
user_1289,consistent,2025-02-05
user_1290,consistent,2025-01-16
user_1291,casual,2025-02-09
user_1292,consistent,2025-01-16
user_1293,casual,2025-02-28
user_1294,sporadic,2025-01-17
user_1295,sporadic,2025-02-20
user_1296,consistent,2025-02-23
user_1297,consistent,2025-01-15
user_1298,consistent,2025-01-16
user_1299,casual,2025-01-15
user_1300,sporadic,2025-02-26
user_1301,consistent,2025-02-03
user_1302,at_risk,2025-01-11
user_1303,consistent,2025-01-01
user_1304,casual,2025-01-15
user_1305,sporadic,2025-01-26
user_1306,at_risk,2025-02-20
user_1307,sporadic,2025-01-04
user_1308,sporadic,2025-02-12
user_1309,casual,2025-01-05
user_1310,sporadic,2025-02-04
user_1311,consistent,2025-01-13
user_1312,at_risk,2025-01-10
user_1313,casual,2025-01-11
user_1314,sporadic,2025-01-18
user_1315,casual,2025-02-03
user_1316,casual,2025-02-08
user_1317,casual,2025-02-10
user_1318,sporadic,2025-02-11
user_1319,consistent,2025-02-19
user_1320,consistent,2025-01-23
user_1321,consistent,2025-01-07
user_1322,consistent,2025-02-28
user_1323,at_risk,2025-02-08
user_1324,consistent,2025-01-03
user_1325,at_risk,2025-01-12
user_1326,casual,2025-01-07
user_1327,consistent,2025-02-18
user_1328,sporadic,2025-01-26
user_1329,sporadic,2025-02-02
user_1330,casual,2025-02-06
user_1331,casual,2025-02-17
user_1332,sporadic,2025-01-15
user_1333,consistent,2025-01-02
user_1334,at_risk,2025-02-10
user_1335,at_risk,2025-01-07
user_1336,sporadic,2025-02-01
user_1337,consistent,2025-01-04
user_1338,sporadic,2025-01-20
user_1339,consistent,2025-02-19
user_1340,consistent,2025-02-22
user_1341,consistent,2025-02-05
user_1342,casual,2025-02-01
user_1343,at_risk,2025-01-28
user_1344,sporadic,2025-01-13
user_1345,sporadic,2025-01-01
user_1346,casual,2025-03-01
user_1347,casual,2025-02-25
user_1348,casual,2025-02-04
user_1349,at_risk,2025-02-17
user_1350,consistent,2025-01-30
user_1351,at_risk,2025-02-23
user_1352,casual,2025-02-05
user_1353,casual,2025-02-26
user_1354,sporadic,2025-02-24
user_1355,casual,2025-01-25
user_1356,at_risk,2025-01-16
user_1357,at_risk,2025-02-27
user_1358,casual,2025-01-19
user_1359,consistent,2025-01-01
user_1360,casual,2025-01-05
user_1361,at_risk,2025-02-20
user_1362,consistent,2025-01-22
user_1363,casual,2025-01-24
user_1364,casual,2025-02-12
user_1365,sporadic,2025-02-14
user_1366,consistent,2025-02-21
user_1367,sporadic,2025-02-06
user_1368,at_risk,2025-02-22
user_1369,consistent,2025-02-05
user_1370,consistent,2025-02-05
user_1371,at_risk,2025-01-04
user_1372,consistent,2025-02-05
user_1373,at_risk,2025-02-21
user_1374,casual,2025-02-22
user_1375,consistent,2025-01-18
user_1376,at_risk,2025-02-19
user_1377,casual,2025-01-16
user_1378,casual,2025-02-10
user_1379,casual,2025-01-18
user_1380,casual,2025-01-22
user_1381,consistent,2025-01-02
user_1382,casual,2025-01-21
user_1383,at_risk,2025-02-05
user_1384,consistent,2025-02-13
user_1385,sporadic,2025-02-08
user_1386,casual,2025-02-16
user_1387,sporadic,2025-02-08
user_1388,consistent,2025-01-29
user_1389,at_risk,2025-02-23
user_1390,casual,2025-01-26
user_1391,consistent,2025-01-21
user_1392,consistent,2025-01-17
user_1393,consistent,2025-01-16
user_1394,casual,2025-03-01
user_1395,casual,2025-01-31
user_1396,sporadic,2025-02-20
user_1397,casual,2025-01-09
user_1398,consistent,2025-01-31
user_1399,casual,2025-01-14
user_1400,sporadic,2025-02-18
user_1401,consistent,2025-02-06
user_1402,consistent,2025-01-02
user_1403,consistent,2025-02-21
user_1404,sporadic,2025-02-17
user_1405,sporadic,2025-02-15
user_1406,casual,2025-01-14
user_1407,sporadic,2025-02-28
user_1408,sporadic,2025-02-02
user_1409,casual,2025-02-04
user_1410,at_risk,2025-02-27
user_1411,consistent,2025-02-08
user_1412,consistent,2025-02-27
user_1413,consistent,2025-02-16
user_1414,consistent,2025-02-20
user_1415,casual,2025-01-20
user_1416,at_risk,2025-01-02
user_1417,consistent,2025-02-20
user_1418,consistent,2025-02-10
user_1419,casual,2025-01-19
user_1420,at_risk,2025-02-28
user_1421,casual,2025-02-06
user_1422,casual,2025-01-18
user_1423,consistent,2025-01-16
user_1424,consistent,2025-01-04
user_1425,at_risk,2025-01-12
user_1426,at_risk,2025-01-29
user_1427,consistent,2025-01-07
user_1428,at_risk,2025-01-14
user_1429,casual,2025-02-24
user_1430,at_risk,2025-01-12
user_1431,casual,2025-02-04
user_1432,casual,2025-01-05
user_1433,casual,2025-01-17
user_1434,sporadic,2025-02-27
user_1435,consistent,2025-02-11
user_1436,consistent,2025-02-01
user_1437,casual,2025-01-10
user_1438,sporadic,2025-02-12
user_1439,consistent,2025-01-17
user_1440,sporadic,2025-01-05
user_1441,at_risk,2025-02-14
user_1442,consistent,2025-02-11
user_1443,sporadic,2025-01-09
user_1444,casual,2025-02-18
user_1445,at_risk,2025-02-02
user_1446,consistent,2025-02-05
user_1447,sporadic,2025-02-05
user_1448,sporadic,2025-01-18
user_1449,at_risk,2025-01-09
user_1450,sporadic,2025-02-26
user_1451,casual,2025-01-29
user_1452,casual,2025-02-19
user_1453,at_risk,2025-01-14
user_1454,casual,2025-01-25
user_1455,consistent,2025-01-15
user_1456,at_risk,2025-01-06
user_1457,sporadic,2025-02-25
user_1458,sporadic,2025-02-11
user_1459,consistent,2025-01-29
user_1460,sporadic,2025-01-15
user_1461,casual,2025-01-29
user_1462,sporadic,2025-01-04
user_1463,consistent,2025-01-18
user_1464,sporadic,2025-02-19
user_1465,at_risk,2025-02-26
user_1466,consistent,2025-02-18
user_1467,at_risk,2025-02-13
user_1468,casual,2025-02-08
user_1469,at_risk,2025-01-16
user_1470,sporadic,2025-01-11
user_1471,casual,2025-01-14
user_1472,sporadic,2025-01-03
user_1473,at_risk,2025-02-20
user_1474,casual,2025-02-19
user_1475,casual,2025-02-11
user_1476,sporadic,2025-02-07
user_1477,sporadic,2025-02-14
user_1478,sporadic,2025-02-11
user_1479,sporadic,2025-01-18
user_1480,casual,2025-02-27
user_1481,sporadic,2025-01-20
user_1482,consistent,2025-02-27
user_1483,casual,2025-02-17
user_1484,consistent,2025-01-25
user_1485,casual,2025-02-26
user_1486,casual,2025-02-07
user_1487,casual,2025-01-13
user_1488,sporadic,2025-01-04
user_1489,casual,2025-02-24
user_1490,casual,2025-01-14
user_1491,consistent,2025-02-02
user_1492,casual,2025-01-28
user_1493,consistent,2025-02-21
user_1494,consistent,2025-02-06
user_1495,casual,2025-01-08
user_1496,sporadic,2025-02-13
user_1497,casual,2025-02-03
user_1498,casual,2025-02-13
user_1499,casual,2025-01-05
user_1500,at_risk,2025-02-23
user_1501,casual,2025-01-05
user_1502,casual,2025-01-31
user_1503,consistent,2025-02-14
user_1504,casual,2025-01-09
user_1505,casual,2025-02-11
user_1506,casual,2025-02-01
user_1507,casual,2025-02-02
user_1508,casual,2025-01-03
user_1509,casual,2025-01-30
user_1510,sporadic,2025-02-19
user_1511,sporadic,2025-01-12
user_1512,sporadic,2025-01-29
user_1513,at_risk,2025-01-03
user_1514,consistent,2025-01-26
user_1515,consistent,2025-02-26
user_1516,consistent,2025-01-30
user_1517,casual,2025-01-09
user_1518,at_risk,2025-01-26
user_1519,consistent,2025-01-02
user_1520,at_risk,2025-01-03
user_1521,consistent,2025-02-15
user_1522,at_risk,2025-01-04
user_1523,casual,2025-01-25
user_1524,consistent,2025-02-20
user_1525,casual,2025-01-13
user_1526,consistent,2025-02-08
user_1527,consistent,2025-02-13
user_1528,casual,2025-02-04
user_1529,sporadic,2025-02-24
user_1530,casual,2025-01-23
user_1531,casual,2025-01-09
user_1532,casual,2025-01-02
user_1533,sporadic,2025-02-23
user_1534,consistent,2025-02-10
user_1535,casual,2025-02-13
user_1536,consistent,2025-01-31
user_1537,consistent,2025-02-13
user_1538,sporadic,2025-02-16
user_1539,consistent,2025-01-02
user_1540,casual,2025-02-01
user_1541,sporadic,2025-01-18
user_1542,consistent,2025-01-13
user_1543,casual,2025-02-15
user_1544,consistent,2025-01-05
user_1545,at_risk,2025-02-27
user_1546,casual,2025-02-11
user_1547,sporadic,2025-02-13
user_1548,casual,2025-01-10
user_1549,consistent,2025-02-25
user_1550,casual,2025-02-12
user_1551,at_risk,2025-01-25
user_1552,casual,2025-02-03
user_1553,sporadic,2025-02-06
user_1554,at_risk,2025-01-30
user_1555,consistent,2025-01-07
user_1556,consistent,2025-01-06
user_1557,casual,2025-02-23
user_1558,casual,2025-02-24
user_1559,sporadic,2025-01-03
user_1560,at_risk,2025-01-13
user_1561,casual,2025-01-03
user_1562,consistent,2025-01-26
user_1563,sporadic,2025-02-26
user_1564,consistent,2025-01-24
user_1565,sporadic,2025-02-22
user_1566,casual,2025-01-06
user_1567,sporadic,2025-02-12
user_1568,consistent,2025-03-01
user_1569,casual,2025-02-27
user_1570,casual,2025-02-18
user_1571,casual,2025-02-11
user_1572,consistent,2025-01-12
user_1573,sporadic,2025-02-18
user_1574,at_risk,2025-02-05
user_1575,consistent,2025-01-02
user_1576,consistent,2025-01-11
user_1577,consistent,2025-02-08
user_1578,casual,2025-02-03
user_1579,casual,2025-01-26
user_1580,casual,2025-01-18
user_1581,consistent,2025-01-21
user_1582,casual,2025-02-05
user_1583,casual,2025-02-09
user_1584,casual,2025-02-21
user_1585,at_risk,2025-02-15
user_1586,consistent,2025-02-13
user_1587,sporadic,2025-01-22
user_1588,casual,2025-02-22
user_1589,casual,2025-02-28
user_1590,sporadic,2025-01-30
user_1591,sporadic,2025-02-19
user_1592,at_risk,2025-02-12
user_1593,consistent,2025-03-01
user_1594,consistent,2025-01-30
user_1595,sporadic,2025-01-08
user_1596,casual,2025-02-03
user_1597,consistent,2025-02-26
user_1598,consistent,2025-02-16
user_1599,consistent,2025-01-09
user_1600,at_risk,2025-02-20
user_1601,consistent,2025-01-20
user_1602,casual,2025-02-09
user_1603,consistent,2025-01-25
user_1604,casual,2025-01-19
user_1605,consistent,2025-01-05
user_1606,casual,2025-01-11
user_1607,consistent,2025-01-15
user_1608,sporadic,2025-01-08
user_1609,consistent,2025-01-19
user_1610,casual,2025-01-23
user_1611,at_risk,2025-01-27
user_1612,sporadic,2025-02-09
user_1613,casual,2025-02-01
user_1614,casual,2025-01-26
user_1615,casual,2025-01-27
user_1616,sporadic,2025-01-19
user_1617,at_risk,2025-02-19
user_1618,sporadic,2025-02-11
user_1619,casual,2025-01-29
user_1620,sporadic,2025-02-08
user_1621,casual,2025-03-01
user_1622,consistent,2025-02-10
user_1623,casual,2025-02-02
user_1624,at_risk,2025-01-19
user_1625,consistent,2025-02-06
user_1626,sporadic,2025-01-19
user_1627,consistent,2025-02-02
user_1628,casual,2025-02-16
user_1629,consistent,2025-01-16
user_1630,casual,2025-01-23
user_1631,sporadic,2025-01-07
user_1632,casual,2025-01-26
user_1633,sporadic,2025-02-01
user_1634,sporadic,2025-01-12
user_1635,at_risk,2025-01-08
user_1636,consistent,2025-01-05
user_1637,casual,2025-02-11
user_1638,consistent,2025-01-28
user_1639,at_risk,2025-02-22
user_1640,at_risk,2025-01-05
user_1641,casual,2025-02-18
user_1642,sporadic,2025-01-26
user_1643,casual,2025-01-05
user_1644,casual,2025-01-22
user_1645,consistent,2025-01-15
user_1646,sporadic,2025-01-13
user_1647,consistent,2025-01-28
user_1648,sporadic,2025-02-02
user_1649,sporadic,2025-02-12
user_1650,sporadic,2025-01-23
user_1651,consistent,2025-02-02
user_1652,casual,2025-02-12
user_1653,consistent,2025-01-18
user_1654,casual,2025-02-19
user_1655,consistent,2025-02-22
user_1656,at_risk,2025-01-30
user_1657,casual,2025-01-26
user_1658,casual,2025-01-16
user_1659,casual,2025-01-13
user_1660,casual,2025-02-08
user_1661,casual,2025-02-02
user_1662,casual,2025-01-26
user_1663,at_risk,2025-02-17
user_1664,casual,2025-01-01
user_1665,at_risk,2025-02-18
user_1666,at_risk,2025-02-07
user_1667,consistent,2025-01-02
user_1668,at_risk,2025-02-18
user_1669,consistent,2025-01-06
user_1670,sporadic,2025-02-15
user_1671,casual,2025-02-19
user_1672,at_risk,2025-02-07
user_1673,at_risk,2025-02-11
user_1674,sporadic,2025-01-24
user_1675,sporadic,2025-01-18
user_1676,casual,2025-01-27
user_1677,consistent,2025-02-10
user_1678,casual,2025-01-08
user_1679,consistent,2025-01-28
user_1680,sporadic,2025-01-10
user_1681,casual,2025-01-17
user_1682,at_risk,2025-02-24
user_1683,casual,2025-01-29
user_1684,sporadic,2025-02-27
user_1685,consistent,2025-01-06
user_1686,at_risk,2025-01-14
user_1687,at_risk,2025-01-22
user_1688,casual,2025-02-23
user_1689,casual,2025-01-06
user_1690,sporadic,2025-01-26
user_1691,consistent,2025-02-08
user_1692,casual,2025-01-12
user_1693,casual,2025-02-04
user_1694,consistent,2025-01-14
user_1695,casual,2025-01-22
user_1696,consistent,2025-02-20
user_1697,consistent,2025-01-23
user_1698,consistent,2025-02-17
user_1699,at_risk,2025-01-07
user_1700,casual,2025-02-09
user_1701,at_risk,2025-02-19
user_1702,casual,2025-01-25
user_1703,casual,2025-01-13
user_1704,casual,2025-01-21
user_1705,casual,2025-02-10
user_1706,consistent,2025-01-10
user_1707,casual,2025-02-22
user_1708,consistent,2025-02-24
user_1709,casual,2025-02-28
user_1710,sporadic,2025-01-09
user_1711,consistent,2025-01-15
user_1712,consistent,2025-02-21
user_1713,sporadic,2025-01-02
user_1714,casual,2025-01-25
user_1715,consistent,2025-01-13
user_1716,at_risk,2025-02-03
user_1717,consistent,2025-02-20
user_1718,sporadic,2025-02-27
user_1719,at_risk,2025-02-03
user_1720,consistent,2025-02-04
user_1721,consistent,2025-02-07
user_1722,consistent,2025-01-03
user_1723,casual,2025-02-11
user_1724,consistent,2025-02-25
user_1725,sporadic,2025-02-28
user_1726,consistent,2025-01-06
user_1727,casual,2025-02-24
user_1728,at_risk,2025-02-17
user_1729,sporadic,2025-02-18
user_1730,casual,2025-01-19
user_1731,casual,2025-01-03
user_1732,casual,2025-01-18
user_1733,casual,2025-02-08
user_1734,casual,2025-01-09
user_1735,consistent,2025-02-21
user_1736,at_risk,2025-01-12
user_1737,casual,2025-01-05
user_1738,consistent,2025-01-03
user_1739,casual,2025-01-11
user_1740,casual,2025-02-26
user_1741,sporadic,2025-01-30
user_1742,sporadic,2025-01-04
user_1743,sporadic,2025-01-05
user_1744,consistent,2025-01-01
user_1745,casual,2025-01-27
user_1746,casual,2025-01-28
user_1747,consistent,2025-01-29
user_1748,consistent,2025-01-18
user_1749,sporadic,2025-01-12
user_1750,consistent,2025-01-13
user_1751,casual,2025-02-10
user_1752,consistent,2025-01-02
user_1753,consistent,2025-02-06
user_1754,consistent,2025-02-14
user_1755,at_risk,2025-01-16
user_1756,sporadic,2025-02-17
user_1757,at_risk,2025-01-24
user_1758,casual,2025-02-04
user_1759,consistent,2025-01-22
user_1760,casual,2025-02-05
user_1761,casual,2025-01-11
user_1762,sporadic,2025-02-24
user_1763,consistent,2025-02-27
user_1764,casual,2025-02-15
user_1765,consistent,2025-01-29
user_1766,casual,2025-02-04
user_1767,sporadic,2025-02-17
user_1768,casual,2025-02-23
user_1769,casual,2025-01-15
user_1770,casual,2025-03-01
user_1771,casual,2025-01-31
user_1772,sporadic,2025-02-11
user_1773,at_risk,2025-02-10
user_1774,at_risk,2025-02-12
user_1775,sporadic,2025-01-16
user_1776,casual,2025-01-10
user_1777,sporadic,2025-02-18
user_1778,casual,2025-02-01
user_1779,consistent,2025-02-20
user_1780,sporadic,2025-01-02
user_1781,consistent,2025-01-24
user_1782,at_risk,2025-01-23
user_1783,casual,2025-01-02
user_1784,casual,2025-02-07
user_1785,sporadic,2025-01-31
user_1786,at_risk,2025-02-20
user_1787,casual,2025-02-09
user_1788,casual,2025-01-26
user_1789,consistent,2025-01-29
user_1790,casual,2025-01-03
user_1791,consistent,2025-02-27
user_1792,sporadic,2025-01-14
user_1793,casual,2025-01-25
user_1794,sporadic,2025-02-17
user_1795,consistent,2025-01-01
user_1796,consistent,2025-02-22
user_1797,sporadic,2025-01-03
user_1798,consistent,2025-02-23
user_1799,consistent,2025-01-26
user_1800,consistent,2025-01-18
user_1801,at_risk,2025-01-09
user_1802,sporadic,2025-02-07
user_1803,casual,2025-01-23
user_1804,consistent,2025-01-21
user_1805,casual,2025-02-26
user_1806,sporadic,2025-01-01
user_1807,sporadic,2025-01-21
user_1808,consistent,2025-01-27
user_1809,consistent,2025-02-11
